subdivision,YEAR,JUN,JUL,AUG,SEP,JUN-SEP
ORISSA,1959,202.6,357.4,341.6,316.5,1218.1
ORISSA,1960,211.4,444.1,461.7,214.6,1331.7
ORISSA,1961,324.8,406.2,327.9,483.2,1542.1
ORISSA,1962,192.7,379,263.2,237.3,1072.1
ORISSA,1963,218.7,310.6,361.9,306.9,1198.1
ORISSA,1964,142.5,366.9,427.9,195.5,1132.8
ORISSA,1965,123.1,392.9,187.3,222.9,926.2
ORISSA,1966,306.3,340.2,210.9,155.9,1013.3
ORISSA,1967,232.3,314.9,340.7,282.1,1170
ORISSA,1968,186.6,311.6,335.4,236.6,1070.3
ORISSA,1969,158.6,432.5,293.5,197.7,1082.3
ORISSA,1970,307.9,307.8,348.8,205.9,1170.5
ORISSA,1971,290.8,290.9,411,171.5,1164.2
ORISSA,1972,133.9,333.9,383.4,282.7,1133.8
ORISSA,1973,103.2,434.9,380.9,266.5,1185.4
ORISSA,1974,128.9,223.3,306.4,131.4,790
ORISSA,1975,193.3,279.4,437,251.6,1161.3
ORISSA,1976,108.1,347.8,374.1,172.5,1002.5
ORISSA,1977,181.4,355.4,335.7,256.6,1129
ORISSA,1978,183.5,334.6,462.1,199,1179.2
ORISSA,1979,198.5,240.2,251.8,171.7,862.2
ORISSA,1980,325.8,368.9,228,301.5,1224.2
ORISSA,1981,191,238,346.8,255.9,1031.5
ORISSA,1982,191.9,223.1,465.8,130.2,1011
ORISSA,1983,153,273.1,379.5,324.6,1130.1
ORISSA,1984,302.1,369.3,422.3,127.6,1221.3
ORISSA,1985,195.2,305.6,461.6,335.2,1297.6
ORISSA,1986,293.2,349,301.8,182.3,1126.2
ORISSA,1987,112.2,339.7,190.3,150.5,792.7
ORISSA,1988,247.6,285.9,268.4,251.9,1053.8
ORISSA,1989,332.6,271.7,369.6,196.2,1170.1
ORISSA,1990,237.1,283.4,371.9,260.7,1153.1
ORISSA,1991,149.2,458.9,439.5,181.5,1229.2
ORISSA,1992,176.4,395.8,384.8,192.3,1149.4
ORISSA,1993,244.6,337.5,320.1,281.5,1183.6
ORISSA,1994,299.4,474.1,462.1,292.6,1528.1
ORISSA,1995,111.9,322.6,314.5,202.6,951.6
ORISSA,1996,211.8,265,318.6,113.3,908.7
ORISSA,1997,197.2,303.5,479.7,234.3,1214.7
ORISSA,1998,162.2,277.7,194.3,250.4,884.6
ORISSA,1999,222.4,255.3,328.9,242.2,1048.9
ORISSA,2000,233.1,272.3,273.6,157.4,936.4
ORISSA,2001,335,585.6,380.3,131.6,1432.6
ORISSA,2002,181.9,170,371.1,205.4,928.3
ORISSA,2003,179,370.1,426,265.4,1240.4
ORISSA,2004,216.7,330.4,348,148.7,1043.7
ORISSA,2005,198.8,410.2,200.6,340.9,1150.5
ORISSA,2006,173,452.7,626.2,254.2,1506.1
ORISSA,2007,321.8,283,419.7,400.1,1424.7
ORISSA,2008,344.2,307.1,388.7,356.8,1396.7
ORISSA,2009,86.6,587,286.6,161.6,1121.8
ORISSA,2010,147,305.6,283.3,235.6,971.5
ORISSA,2011,210.8,201.4,358.7,393.7,1164.6
ORISSA,2012,168.9,319.9,412.9,243.7,1145.3
ORISSA,2013,288.6,389.1,254.6,210.8,1143.1
ORISSA,2014,101.8,498.2,390.4,285.6,1276
ORISSA,2015,242.8,302,264,232,1040.7
ORISSA,2016,164.2,280.3,320.8,266.2,1031.5
ORISSA,2017,209.5,349.7,301.7,192.2,1053.1
ORISSA,2018,155.3,434.7,413.8,286.3,1290.1
ORISSA,2019,146.6,300.7,445.2,339.9,1232.6
ORISSA,2020,251.1,224.8,511.2,153.8,1140.9
ORISSA,2021,181.3,275,204.9,384,1045.1
JHARKHAND,1901,84.8,268.6,409.6,249.5,1012.5
JHARKHAND,1902,89.9,456.1,204.9,306.6,1057.4
JHARKHAND,1903,142.1,206.1,280.8,190.2,819.2
JHARKHAND,1904,308.8,494,336.1,125.6,1264.6
JHARKHAND,1905,41.5,420.1,294,323.2,1078.8
JHARKHAND,1906,170.3,356.1,251.6,185.1,963.1
JHARKHAND,1907,338.6,230.1,468.7,200.3,1237.7
JHARKHAND,1908,209.6,326.3,367.2,171,1074.2
JHARKHAND,1909,314.3,319,360.4,267.7,1261.4
JHARKHAND,1910,255.2,268.2,334.4,245,1102.8
JHARKHAND,1911,391.3,164.2,410.3,303.3,1269.1
JHARKHAND,1912,125.2,362,347.9,108.9,943.9
JHARKHAND,1913,375,320.9,384.7,163.7,1244.3
JHARKHAND,1914,123.8,353.6,337.2,159.2,973.7
JHARKHAND,1915,149.9,270.1,220.8,214.8,855.6
JHARKHAND,1916,284,225,303.2,231.7,1044
JHARKHAND,1917,287.1,359.4,373.2,251.5,1271.2
JHARKHAND,1918,324.2,150,407.5,175.6,1057.3
JHARKHAND,1919,366.8,331.6,397.4,215.4,1311.1
JHARKHAND,1920,109.5,660.1,322.3,184.7,1276.6
JHARKHAND,1921,228.5,325.2,391.7,182.4,1127.9
JHARKHAND,1922,306,405.4,365.8,250,1327.2
JHARKHAND,1923,186.4,398.2,552.7,123.9,1261.2
JHARKHAND,1924,149,430.8,269.5,323.9,1173.2
JHARKHAND,1925,196.8,429.3,313.7,173.1,1112.9
JHARKHAND,1926,55.6,466,390.6,308.9,1221.2
JHARKHAND,1927,92.5,453.3,312,156.3,1014
JHARKHAND,1928,312.9,397.1,213.2,131.5,1054.6
JHARKHAND,1929,111.5,541.7,411.8,124.6,1189.6
JHARKHAND,1930,125.1,505.7,360.7,222.6,1214.1
JHARKHAND,1931,109.1,356.9,355.9,201.6,1023.5
JHARKHAND,1932,96.3,374.8,297.8,220.9,989.7
JHARKHAND,1933,217.7,366.5,398.5,209.9,1192.7
JHARKHAND,1934,167,324.5,341.8,231,1064.4
JHARKHAND,1935,120.7,295.6,435.5,200.2,1052
JHARKHAND,1936,279.4,379.1,346.3,357.7,1362.5
JHARKHAND,1937,185.9,363.1,300.8,275.9,1125.7
JHARKHAND,1938,200.9,269.3,344.7,200.4,1015.3
JHARKHAND,1939,237.1,367.6,378.9,257,1240.7
JHARKHAND,1940,123.1,339.5,388.4,130.2,981.3
JHARKHAND,1941,287.4,357.3,365.4,196.4,1206.6
JHARKHAND,1942,140.4,482.8,433.8,356.9,1413.9
JHARKHAND,1943,127.8,452.2,488.7,245,1313.8
JHARKHAND,1944,129.3,368.5,428.3,149.6,1075.8
JHARKHAND,1945,168.6,276.9,293.2,277,1015.8
JHARKHAND,1946,269.9,329.7,345.1,252.8,1197.6
JHARKHAND,1947,143.8,291.5,302.2,253.6,991.1
JHARKHAND,1948,185.7,385.3,317.5,206.9,1095.4
JHARKHAND,1949,187.6,363.6,384.2,215.3,1150.7
JHARKHAND,1950,317.3,388.3,389.4,172.5,1267.5
JHARKHAND,1951,177.3,259.1,267.1,186.1,889.6
JHARKHAND,1952,210.1,356.3,355.2,239.1,1160.7
JHARKHAND,1953,211.4,439.8,414.8,314.3,1380.3
JHARKHAND,1954,160.1,272.5,268.5,258.7,959.7
JHARKHAND,1955,136.9,347.6,241.3,154.9,880.7
JHARKHAND,1956,258,301.1,343.9,312.4,1215.4
JHARKHAND,1957,163.5,498,293.3,285.3,1240.1
JHARKHAND,1958,93.5,336,263.7,267.3,960.4
JHARKHAND,1959,189.7,333.5,306.3,362.6,1192.1
JHARKHAND,1960,115.3,310,433,274.9,1133.2
JHARKHAND,1961,299.8,296.9,358.3,318.1,1273.1
JHARKHAND,1962,167,251.5,265.8,214.7,899
JHARKHAND,1963,171.4,299.1,250.4,241.1,962
JHARKHAND,1964,200.8,307.7,262.9,214.4,985.9
JHARKHAND,1965,112.5,354,216,205.2,887.6
JHARKHAND,1966,232.7,174.1,263.8,87.8,758.5
JHARKHAND,1967,71.9,283.4,451.3,268.8,1075.4
JHARKHAND,1968,272.3,351.8,419.1,97.4,1140.6
JHARKHAND,1969,130.1,298.9,337.4,209.8,976.2
JHARKHAND,1970,182.1,299.3,252.8,380.3,1114.5
JHARKHAND,1971,269,499.1,520.5,235.9,1524.5
JHARKHAND,1972,75.1,248.5,350.7,174.7,849
JHARKHAND,1973,181.2,223.1,292.4,363.7,1060.3
JHARKHAND,1974,65,335.1,332.2,235,967.3
JHARKHAND,1975,120.8,467.3,296.6,223.9,1108.6
JHARKHAND,1976,106.8,296.8,263,394.5,1061.1
JHARKHAND,1977,284.2,462.6,318.5,186.6,1251.9
JHARKHAND,1978,287,255.9,345,380.2,1268.1
JHARKHAND,1979,129.9,289,176.8,135.6,731.2
JHARKHAND,1980,273.2,352.8,283.9,235.1,1145
JHARKHAND,1981,145.1,360.7,228.3,191.8,925.9
JHARKHAND,1982,188.2,183.6,363.4,119.3,854.4
JHARKHAND,1983,133.2,283.4,243.9,312.5,973
JHARKHAND,1984,483,352.6,389.6,156.8,1382
JHARKHAND,1985,131.2,338,312.6,216.6,998.3
JHARKHAND,1986,253,352.2,212.9,188.5,1006.6
JHARKHAND,1987,93.1,410.8,371.1,299.1,1174.1
JHARKHAND,1988,302.8,273.6,276.1,128.1,980.6
JHARKHAND,1989,247.2,287.8,260.8,220.7,1016.5
JHARKHAND,1990,196.9,436,234.8,231.9,1099.7
JHARKHAND,1991,173.1,252.2,389.3,274.9,1089.5
JHARKHAND,1992,129.2,298,266,150.5,843.7
JHARKHAND,1993,203.2,215.8,246.1,374.4,1039.6
JHARKHAND,1994,390.3,450.2,361.9,162.2,1364.6
JHARKHAND,1995,134.8,311.3,301.4,395.3,1142.9
JHARKHAND,1996,306.3,275.2,385.8,133.9,1101.3
JHARKHAND,1997,229.8,400,431.5,199.2,1260.4
JHARKHAND,1998,109.9,302.2,262.7,287.7,962.6
JHARKHAND,1999,240.7,416.4,372.8,315.7,1345.5
JHARKHAND,2000,185.7,359.2,156.7,363.8,1065.4
JHARKHAND,2001,324.9,355,219.4,132.6,1031.9
JHARKHAND,2002,185.1,186.9,277.3,254.1,903.3
JHARKHAND,2003,152.5,243.3,242.8,221.5,860.1
JHARKHAND,2004,184.8,200.6,327.4,212.5,925.3
JHARKHAND,2005,157.7,266.4,213.4,142.2,779.7
JHARKHAND,2006,207.3,431.3,317.7,303.3,1259.6
JHARKHAND,2007,125.8,432,353,325.3,1236.1
JHARKHAND,2008,363.3,381.4,309.1,152.3,1206
JHARKHAND,2009,63.1,267.8,248.5,249.7,829.1
JHARKHAND,2010,98,177.7,163.3,168.9,607.9
JHARKHAND,2011,349.4,181.4,401.5,324.9,1257.2
JHARKHAND,2012,120.9,287.2,284.6,217,909.7
JHARKHAND,2013,169.9,213.7,270.7,152.9,807.2
JHARKHAND,2014,118.2,301.4,259.6,167.9,847.2
JHARKHAND,2015,154.8,417.6,226.3,79.7,878.3
JHARKHAND,2016,122.9,301,395.6,287.5,1107
JHARKHAND,2017,116,492.1,246,134.1,988.2
JHARKHAND,2018,128,275.5,235.1,146.4,785
JHARKHAND,2019,89.3,243.2,260.5,265.9,858.9
JHARKHAND,2020,205.7,244.4,301.8,146.4,898.3
JHARKHAND,2021,266.9,319.5,200,255.2,1041.6
BIHAR,1901,68.2,246.4,319.6,154.8,789
BIHAR,1902,118.2,361,225.5,358.7,1063.3
BIHAR,1903,192.9,115,342.6,173.9,824.4
BIHAR,1904,191.6,394.4,351.3,84.4,1021.7
BIHAR,1905,50.5,409.1,495.2,353.9,1308.7
BIHAR,1906,191.3,366.2,430.1,118.7,1106.2
BIHAR,1907,232.2,282.4,242.2,206.9,963.7
BIHAR,1908,94,202.3,167.3,149.9,613.5
BIHAR,1909,445.9,256.2,352.3,175.4,1229.9
BIHAR,1910,279.5,365.1,328.8,258.5,1232
BIHAR,1911,312.3,199,425.5,279.1,1216
BIHAR,1912,146.8,362.4,302.8,104.7,916.8
BIHAR,1913,379.9,258.8,363,270.3,1271.9
BIHAR,1914,84.3,269.1,460.4,98.4,912.2
BIHAR,1915,149.1,321.3,415,185,1070.4
BIHAR,1916,270.3,445.6,325.2,265.2,1306.2
BIHAR,1917,227.8,328.6,249.3,272.1,1077.9
BIHAR,1918,251.6,240.3,519.2,254.4,1265.5
BIHAR,1919,195,417.8,230.1,244.8,1087.8
BIHAR,1920,108.9,361.6,228.5,337.6,1036.5
BIHAR,1921,132.4,303.8,422,295.8,1153.9
BIHAR,1922,345.8,427.3,363.5,241.3,1377.9
BIHAR,1923,171.6,253.9,243.2,148.9,817.7
BIHAR,1924,170.6,514,295.7,320.3,1300.6
BIHAR,1925,130.3,322.9,331.5,269.4,1054.1
BIHAR,1926,48.1,451.5,276,211.6,987.2
BIHAR,1927,115.9,301.4,242.7,231.4,891.4
BIHAR,1928,208,377.2,272.9,83.3,941.4
BIHAR,1929,190.2,328.8,326.3,124.7,970.1
BIHAR,1930,144.6,298.2,247.8,290.9,981.4
BIHAR,1931,75.9,441.3,218.8,248.2,984.2
BIHAR,1932,152.1,164.3,249.2,191.2,756.8
BIHAR,1933,197,377.3,377.7,167.8,1119.8
BIHAR,1934,165.5,432.5,251.3,231.2,1080.6
BIHAR,1935,127.9,193.8,481.7,370.3,1173.6
BIHAR,1936,188.9,462.2,261.5,449.2,1361.8
BIHAR,1937,113.6,217.9,441.7,179.3,952.5
BIHAR,1938,382.4,362.1,385.1,201.3,1330.9
BIHAR,1939,230.4,315,277.1,262,1084.5
BIHAR,1940,114.5,317.6,314.9,171.6,918.7
BIHAR,1941,177.7,248.7,466,190.2,1082.7
BIHAR,1942,174.7,253.5,330.3,347.2,1105.7
BIHAR,1943,169.8,296,322.1,215.4,1003.3
BIHAR,1944,223.9,253.5,322.8,221.3,1021.4
BIHAR,1945,120.5,226.9,265.6,305.5,918.6
BIHAR,1946,168.9,355.4,268.4,272.3,1064.9
BIHAR,1947,89.8,395.5,245.1,215.8,946.2
BIHAR,1948,114.5,409,329.8,248.8,1102.1
BIHAR,1949,200.5,342.7,387.2,218.5,1149
BIHAR,1950,346.5,257,313.3,113.4,1030.1
BIHAR,1951,145,308.5,205.7,115.5,774.8
BIHAR,1952,272.5,212.5,291.9,297.7,1074.5
BIHAR,1953,224.7,431.8,263.2,342.2,1261.9
BIHAR,1954,166.6,366.1,308.6,129.5,970.7
BIHAR,1955,172.5,505.7,268.6,192.1,1139
BIHAR,1956,319.4,200.6,286.3,359.8,1166.1
BIHAR,1957,115.6,334.5,295.8,115.2,861.1
BIHAR,1958,120.7,222.8,451,224.2,1018.7
BIHAR,1959,132.3,245.8,264.1,157,799.2
BIHAR,1960,117.6,357.4,285.5,348.1,1108.6
BIHAR,1961,239.7,211.6,317.5,157.5,926.3
BIHAR,1962,156.4,244.3,395.4,216.3,1012.4
BIHAR,1963,153.9,375.4,273.5,255.7,1058.5
BIHAR,1964,134.7,453.6,157.7,219,965.1
BIHAR,1965,98.8,302.2,328.3,215,944.3
BIHAR,1966,114.5,155.5,308.3,83.1,661.4
BIHAR,1967,80.7,278.2,282.1,253.8,894.8
BIHAR,1968,261.8,329.6,293.1,79.2,963.7
BIHAR,1969,193.1,348.4,379.4,219.1,1140.1
BIHAR,1970,194.6,284.2,235.6,229.5,943.9
BIHAR,1971,278,307,367.9,129.2,1082.2
BIHAR,1972,56.7,163.4,154.9,209.7,584.7
BIHAR,1973,200.9,185.1,258.9,271.4,916.3
BIHAR,1974,130.5,454.9,320.5,230.7,1136.6
BIHAR,1975,135.3,401.7,154,246.2,937.1
BIHAR,1976,147.3,221,292.9,371.1,1032.3
BIHAR,1977,103.4,383.2,267.2,122.1,875.9
BIHAR,1978,193.7,317.8,258.7,254.3,1024.5
BIHAR,1979,91.8,443.1,168.4,115.4,818.7
BIHAR,1980,158.7,391.1,373,191.8,1114.7
BIHAR,1981,109.2,582.1,307.1,169,1167.4
BIHAR,1982,222.3,226.4,164.7,171.2,784.7
BIHAR,1983,101.3,354.9,196.2,221.5,874
BIHAR,1984,355.2,478.9,218.1,219.5,1271.7
BIHAR,1985,163.4,481.3,237.9,289,1171.7
BIHAR,1986,168.5,395.5,263.3,220.5,1047.9
BIHAR,1987,143.6,451.2,539.9,379.7,1514.4
BIHAR,1988,174.7,364.5,459.4,153.2,1151.8
BIHAR,1989,152.9,445.4,171.9,330.5,1100.7
BIHAR,1990,162.3,497.2,206,200.7,1066.2
BIHAR,1991,176.5,179.4,324.9,270.2,951
BIHAR,1992,84,284.8,219.9,86,674.7
BIHAR,1993,155.1,210.2,357.9,320.6,1043.9
BIHAR,1994,131.9,218.1,258.1,227.1,835.2
BIHAR,1995,161.3,227.3,336.4,279.1,1004.1
BIHAR,1996,220.1,238.6,350.9,162.3,971.9
BIHAR,1997,212.1,462.9,287.6,185.6,1148.1
BIHAR,1998,96.5,464.9,377.1,188.3,1126.8
BIHAR,1999,265.9,380.8,348.7,201.4,1196.8
BIHAR,2000,268.8,265.4,202.7,315.8,1052.7
BIHAR,2001,226.3,225.1,225.1,276.6,953
BIHAR,2002,116.2,387,247.6,193.3,944.1
BIHAR,2003,229.2,354,309.8,181.7,1074.7
BIHAR,2004,236.1,426.2,174.7,112.3,949.3
BIHAR,2005,84.6,294.1,311.1,105.1,794.9
BIHAR,2006,200.4,290.8,162.8,271.9,925.9
BIHAR,2007,150.5,547.1,340.6,310.1,1348.3
BIHAR,2008,291.8,405.3,278,117.5,1092.6
BIHAR,2009,69.9,215.6,305.1,127.4,718
BIHAR,2010,88.1,207.1,171.4,114.1,580.7
BIHAR,2011,223.4,251.1,286.4,246,1006.9
BIHAR,2012,89.8,293.7,190.4,206.9,780.8
BIHAR,2013,179.2,158.7,165.3,120.2,623.4
BIHAR,2014,105.7,253.8,301.2,161.4,822
BIHAR,2015,118.2,213.3,278.3,97.4,707.2
BIHAR,2016,127.9,352.5,144,348.7,973.1
BIHAR,2017,87.9,366.4,339.1,132.4,925.8
BIHAR,2018,102.8,283.1,265.3,109.4,760.7
BIHAR,2019,100.8,416.1,134.8,389.2,1040.8
BIHAR,2020,305.7,446.2,204.2,321.4,1277.6
BIHAR,2021,349.4,259.2,324.9,115.2,1048.8
EAST UTTAR PRADESH,1901,21.8,226.1,284.9,216,748.8
EAST UTTAR PRADESH,1902,32.6,410.9,155.9,256.8,856.2
EAST UTTAR PRADESH,1903,72.4,115,423.4,259.6,870.4
EAST UTTAR PRADESH,1904,148.3,360,328,94.3,930.7
EAST UTTAR PRADESH,1905,17.3,303.8,317,169.3,807.4
EAST UTTAR PRADESH,1906,141.7,341.1,290.3,135.9,909
EAST UTTAR PRADESH,1907,48.7,173.7,290.3,25.7,538.4
EAST UTTAR PRADESH,1908,63.4,230.6,302.1,86.2,682.4
EAST UTTAR PRADESH,1909,250.5,398.5,207.2,135.7,991.9
EAST UTTAR PRADESH,1910,163.7,231,341.5,214.1,950.3
EAST UTTAR PRADESH,1911,121.2,86.5,321.9,373.1,902.6
EAST UTTAR PRADESH,1912,60.6,335.7,278.3,117.3,791.9
EAST UTTAR PRADESH,1913,175.1,222.4,199.8,95.9,693.1
EAST UTTAR PRADESH,1914,37.3,409.8,347.2,91.5,885.8
EAST UTTAR PRADESH,1915,108.4,285.6,416.9,387.2,1198.2
EAST UTTAR PRADESH,1916,241.6,314.7,351.3,197.6,1105.2
EAST UTTAR PRADESH,1917,171.4,357.1,230.5,302.4,1061.4
EAST UTTAR PRADESH,1918,141.8,110.4,261.7,104.2,618.1
EAST UTTAR PRADESH,1919,68.8,347.6,237.3,231,884.6
EAST UTTAR PRADESH,1920,86.2,469.9,161.7,98.2,816
EAST UTTAR PRADESH,1921,167,204.2,461.3,218.4,1050.9
EAST UTTAR PRADESH,1922,130.7,436.7,438.2,299.8,1305.4
EAST UTTAR PRADESH,1923,42,276.5,339.6,261.3,919.4
EAST UTTAR PRADESH,1924,42.1,501.3,240,265.7,1049.1
EAST UTTAR PRADESH,1925,140.9,443.2,236.2,233.9,1054.1
EAST UTTAR PRADESH,1926,18.8,365.1,259.5,225.7,869.1
EAST UTTAR PRADESH,1927,67.6,280.8,306.4,152.2,807
EAST UTTAR PRADESH,1928,118.4,290.9,112.2,64.9,586.4
EAST UTTAR PRADESH,1929,163.5,287.2,355.3,48.5,854.6
EAST UTTAR PRADESH,1930,54.5,365.7,263.9,285.6,969.7
EAST UTTAR PRADESH,1931,36.7,296.2,240.1,332.8,905.9
EAST UTTAR PRADESH,1932,90.1,170,287.5,125.7,673.3
EAST UTTAR PRADESH,1933,127.8,223.6,247.6,158,757
EAST UTTAR PRADESH,1934,149,361.2,257.7,237.1,1005.1
EAST UTTAR PRADESH,1935,73.8,258,325.5,199,856.3
EAST UTTAR PRADESH,1936,219.3,598.1,354.4,252.1,1424
EAST UTTAR PRADESH,1937,95,315.7,364.6,102.7,877.9
EAST UTTAR PRADESH,1938,285.4,375.8,379.8,224.7,1265.6
EAST UTTAR PRADESH,1939,146.9,283.4,227.9,222.4,880.5
EAST UTTAR PRADESH,1940,65.9,257.6,315.6,120.4,759.4
EAST UTTAR PRADESH,1941,138.4,143.5,298.4,170.5,750.9
EAST UTTAR PRADESH,1942,99.6,278.2,312.3,203.3,893.4
EAST UTTAR PRADESH,1943,75.5,231.3,443,266.6,1016.4
EAST UTTAR PRADESH,1944,106,277.7,305.4,178.7,867.8
EAST UTTAR PRADESH,1945,70.6,240.4,211.1,268.6,790.6
EAST UTTAR PRADESH,1946,88,396.6,219.2,142.5,846.3
EAST UTTAR PRADESH,1947,87.5,419.7,229.8,189.2,926.2
EAST UTTAR PRADESH,1948,100,420.6,390.4,275.8,1186.7
EAST UTTAR PRADESH,1949,52.8,287.1,352.8,273.2,965.9
EAST UTTAR PRADESH,1950,147.1,250.4,365,90.9,853.3
EAST UTTAR PRADESH,1951,114.8,138.8,247.2,169,669.8
EAST UTTAR PRADESH,1952,245.6,161.6,350.6,110.7,868.6
EAST UTTAR PRADESH,1953,138.1,495.7,324.2,242.9,1200.8
EAST UTTAR PRADESH,1954,65.2,309.8,300,185.5,860.5
EAST UTTAR PRADESH,1955,202.4,533.8,311.1,231,1278.3
EAST UTTAR PRADESH,1956,165.1,220.3,280.1,292.7,958.2
EAST UTTAR PRADESH,1957,56,369.3,293.5,162.9,881.8
EAST UTTAR PRADESH,1958,52.8,248.5,387.3,184.5,873.1
EAST UTTAR PRADESH,1959,44.8,234,274.8,86,639.5
EAST UTTAR PRADESH,1960,75.7,408.6,317.7,173.5,975.6
EAST UTTAR PRADESH,1961,92.5,285.3,406.3,154.8,938.9
EAST UTTAR PRADESH,1962,81.7,228.6,426.8,265.2,1002.3
EAST UTTAR PRADESH,1963,99.7,320.5,339.3,145.3,904.9
EAST UTTAR PRADESH,1964,82.4,399.5,179.2,292.2,953.4
EAST UTTAR PRADESH,1965,21.6,207.1,214.1,161.3,604.1
EAST UTTAR PRADESH,1966,185.1,149.9,273.7,23.2,632
EAST UTTAR PRADESH,1967,80.4,265.1,442.2,156.3,944
EAST UTTAR PRADESH,1968,96.7,312.6,251.6,105.8,766.7
EAST UTTAR PRADESH,1969,59.1,370.3,322.8,200.4,952.6
EAST UTTAR PRADESH,1970,183.3,200.7,229.4,368.7,982
EAST UTTAR PRADESH,1971,203.9,295.5,387.9,221.7,1109
EAST UTTAR PRADESH,1972,27.2,188.7,212.6,173.8,602.4
EAST UTTAR PRADESH,1973,122.5,244.1,259.3,176.3,802.3
EAST UTTAR PRADESH,1974,53.2,380.3,256,125.4,814.9
EAST UTTAR PRADESH,1975,234.9,405.9,312.5,192.1,1145.4
EAST UTTAR PRADESH,1976,61.4,254.4,312.2,254.9,882.9
EAST UTTAR PRADESH,1977,57.5,396.1,194.6,127.8,775.9
EAST UTTAR PRADESH,1978,185.7,332.6,263.5,217.7,999.5
EAST UTTAR PRADESH,1979,85.5,322.1,120.4,31.9,559.9
EAST UTTAR PRADESH,1980,152.6,553.8,448.3,271.9,1426.6
EAST UTTAR PRADESH,1981,79.8,435.7,215.3,294.1,1024.8
EAST UTTAR PRADESH,1982,123.1,218.2,321.8,293.6,956.7
EAST UTTAR PRADESH,1983,97.9,271.4,234,349.7,953
EAST UTTAR PRADESH,1984,289.6,323.8,214.8,161.5,989.6
EAST UTTAR PRADESH,1985,69.1,351.8,221.5,333,975.4
EAST UTTAR PRADESH,1986,116.3,299.2,255,127.9,798.4
EAST UTTAR PRADESH,1987,20.5,222,167.3,278,687.8
EAST UTTAR PRADESH,1988,107.4,370.3,365.3,104.9,947.9
EAST UTTAR PRADESH,1989,138.2,370.1,195.2,206.8,910.4
EAST UTTAR PRADESH,1990,135.7,486.4,211.9,154.1,988.1
EAST UTTAR PRADESH,1991,99.9,123.4,403.1,205.8,832.3
EAST UTTAR PRADESH,1992,53.4,246.2,234,177.1,710.7
EAST UTTAR PRADESH,1993,162.7,146.1,207.8,250.6,767.2
EAST UTTAR PRADESH,1994,128.1,227.5,300.5,179.4,835.6
EAST UTTAR PRADESH,1995,125.3,173.7,313.3,201.1,813.3
EAST UTTAR PRADESH,1996,146.1,200,339.7,147.6,833.4
EAST UTTAR PRADESH,1997,71.8,301.9,41.6,31.6,446.9
EAST UTTAR PRADESH,1998,56.3,223.6,264,67.4,611.4
EAST UTTAR PRADESH,1999,124,274.2,285.3,220.1,903.6
EAST UTTAR PRADESH,2000,202.1,243.7,206.1,224.9,876.8
EAST UTTAR PRADESH,2001,235.2,306.4,189.4,150.5,881.4
EAST UTTAR PRADESH,2002,50.6,103.3,213.7,231.9,599.5
EAST UTTAR PRADESH,2003,125.4,253,305.2,340.4,1024
EAST UTTAR PRADESH,2004,163.1,221.6,149.8,128.1,662.7
EAST UTTAR PRADESH,2005,57.2,288,228.1,123.3,696.6
EAST UTTAR PRADESH,2006,108.7,270.1,147.3,51.3,577.4
EAST UTTAR PRADESH,2007,65.3,274.6,186.4,118.6,644.9
EAST UTTAR PRADESH,2008,249.2,376,266,127.2,1018.4
EAST UTTAR PRADESH,2009,32.8,164.2,195.1,152.5,544.7
EAST UTTAR PRADESH,2010,24.7,230.1,225.2,189.8,669.7
EAST UTTAR PRADESH,2011,168.4,205.1,245.1,158.8,777.3
EAST UTTAR PRADESH,2012,23.1,287.6,186,205.9,702.7
EAST UTTAR PRADESH,2013,293.3,239.6,244.9,83.4,861.3
EAST UTTAR PRADESH,2014,50.2,298.9,144.5,111.7,605.4
EAST UTTAR PRADESH,2015,95,180.5,173.8,21.3,470.6
EAST UTTAR PRADESH,2016,77.2,343.2,242.9,152.9,816.3
EAST UTTAR PRADESH,2017,52,337.4,189.9,87,666.2
EAST UTTAR PRADESH,2018,48.9,280.1,313.6,123.9,766.6
EAST UTTAR PRADESH,2019,51.7,347,180.4,284.2,863.3
EAST UTTAR PRADESH,2020,196.6,260,200.6,129.4,786.5
EAST UTTAR PRADESH,2021,202,212.2,247,204.1,865.2
WEST UTTAR PRADESH,1901,24.4,201.1,366.3,65.8,657.6
WEST UTTAR PRADESH,1902,55.1,323.4,182.8,140.4,701.7
WEST UTTAR PRADESH,1903,32.2,143.5,276.2,146.7,598.7
WEST UTTAR PRADESH,1904,67,355.2,307.4,99.1,828.7
WEST UTTAR PRADESH,1905,19.3,138.2,95.8,92.8,346
WEST UTTAR PRADESH,1906,205.8,239.4,172.2,257.5,874.8
WEST UTTAR PRADESH,1907,15.6,177.1,263.7,0.5,456.8
WEST UTTAR PRADESH,1908,43.8,322.7,408.3,34.7,809.5
WEST UTTAR PRADESH,1909,164.7,348.6,153.9,107.4,774.5
WEST UTTAR PRADESH,1910,86.5,120.5,271.7,202.3,681
WEST UTTAR PRADESH,1911,58.6,56.9,133.6,346.7,595.7
WEST UTTAR PRADESH,1912,26.8,235,221.5,254.8,738.1
WEST UTTAR PRADESH,1913,123,125.4,100.6,19.8,368.8
WEST UTTAR PRADESH,1914,48.2,334.2,192.7,216.5,791.6
WEST UTTAR PRADESH,1915,58.4,195.3,235.9,135.4,625.1
WEST UTTAR PRADESH,1916,137.7,304.9,351.3,232,1025.9
